userId,movieId,tag,timestamp
78213,166904,cult comedy,1527135705
78213,166904,dark comedy,1527135705
78213,166904,live comedy,1527135705
78213,166904,stand-up comedy,1527135705
78213,166906,stand-up comedy,1527217997
78213,166908,rugby,1527060051
78213,166910,crossfit,1527133796
78213,166910,fitness,1527133796
78213,166910,health,1527133796
78213,166912,death,1526629609
78213,166912,relationship,1526629609
78213,166916,philippine army,1527215036
78213,166916,philippine history,1527215036
78213,166916,philippines,1527215036
78213,166916,spain,1527215036
78213,166916,spanish–american war,1527215036
78213,166916,war,1527215036
78213,166918,15th century,1527450620
78213,166918,3d,1527450620
78213,166918,archer,1527450620
78213,166918,british soldier,1527450620
78213,166918,china,1527450620
78213,166918,explosion,1527450620
78213,166918,female general,1527450620
78213,166918,female soldier,1527450620
78213,166918,great wall of china,1527450620
78213,166918,monster,1527450620
78213,166918,period drama,1527450620
78213,166920,arab,1527216620
78213,166920,history,1527216620
78213,166920,israel,1527216620
78213,166920,israeli palestinian conflict,1527216620
78213,166920,jew,1527216620
78213,166920,land,1527216620
78213,166920,muslim,1527216620
78213,166920,orient,1527216620
78213,166920,war,1527216620
78213,166920,woman director,1527216620
78213,166924,iraq,1526617650
78213,166924,solar energy,1526617650
78213,166924,woman director,1526617650
78213,166934,stand-up comedy,1527229887
78213,166940,adult child friendship,1527401160
78213,166940,dog cat friendship,1527401160
78213,166940,england,1527401160
78213,166940,fired from the job,1527401160
78213,166940,flowers,1527401160
78213,166940,friendship,1527401160
78213,166940,funeral,1527401160
78213,166940,garden,1527401160
78213,166940,library,1527401160
78213,166940,ocd,1527401160
78213,166940,orphan,1527401160
78213,166940,united kingdom,1527401160
78213,166940,widower,1527401160
78213,166940,young woman,1527401160
78213,166942,countryside,1528260460
78213,166942,drug use,1528260460
78213,166942,forest,1528260460
78213,166942,fugitive,1528260460
78213,166942,howling,1528260460
78213,166942,miller,1528260460
78213,166942,police chase,1528260460
78213,166942,robbery,1528260460
78213,166942,secret love,1528260460
78213,166944,maniac,1526617649
78213,166946,1950s,1528591427
78213,166946,ambition,1528591427
78213,166946,biography,1528591427
78213,166946,family business,1528591427
78213,166946,fast food,1528591427
78213,166946,franchise,1528591427
78213,166946,greed,1528591427
78213,166946,salesman,1528591427
78213,166948,drugs,1526696776
78213,166950,courtroom,1528570353
78213,166950,perry mason,1528570353
78213,166950,private investigator,1528570353
78213,166954,3d,1527135163
78213,166954,australia,1527135163
78213,166954,imax,1527135163
78213,166954,sea,1527135163
78213,166954,south pacific,1527135163
78213,166954,underwater,1527135163
78213,166958,1960s,1527374359
78213,166958,baltimore,1527374359
78213,166958,baltimore maryland,1527374359
78213,166958,broadway,1527374359
78213,166958,dance,1527374359
78213,166958,dream,1527374359
78213,166958,equality,1527374359
78213,166958,historical fiction,1527374359
78213,166958,live broadcast,1527374359
78213,166958,live performance,1527374359
78213,166958,musical,1527374359
78213,166958,race,1527374359
78213,166958,racial segregation,1527374359
78213,166958,racism,1527374359
78213,166958,television,1527374359
78213,166958,theater,1527374359
78213,166960,woman director,1527134709
78213,166962,stop motion,1527142579
78213,166964,stop motion,1527229558
78213,166974,based on novel or book,1527282639
78213,166974,basement,1527282639
78213,166974,dinner,1527282639
78213,166974,dog,1527282639
78213,166974,explosion,1527282639
78213,166974,fire,1527282639
78213,166974,investigation,1527282639
78213,166974,mind control,1527282639
78213,166974,murder,1527282639
78213,166974,neighbor,1527282639
78213,166974,professor,1527282639
78213,166974,secret chamber,1527282639
78213,166974,unsolved crime,1527282639
78213,166982,catholicism,1528570352
78213,166982,confessional,1528570352
78213,166982,crisis of faith,1528570352
78213,166982,masturbation,1528570352
78213,166982,priest,1528570352
78213,166982,sexual obsession,1528570352
78213,166984,friends,1526625146
78213,166984,gun,1526625146
78213,166984,hostage,1526625146
78213,166984,madrid,1526625146
78213,166984,mason,1526625146
78213,166984,neighbor,1526625146
78213,166984,niece,1526625146
78213,166984,police,1526625146
78213,166984,relationship,1526625146
