83241c6b9ef8407572dcef74c9068953f3bdd9b8,SOXZFCP12A58A7778F,1
83241c6b9ef8407572dcef74c9068953f3bdd9b8,SOBPZTW12A58A773B3,5
83241c6b9ef8407572dcef74c9068953f3bdd9b8,SODZVMN12AC3DF81C6,1
83241c6b9ef8407572dcef74c9068953f3bdd9b8,SOJFBAC12AB01848D6,5
83241c6b9ef8407572dcef74c9068953f3bdd9b8,SOWFAQF12AB0186708,1
83241c6b9ef8407572dcef74c9068953f3bdd9b8,SOYCUIL12A6D4F9848,2
e29d065fd2a366df1f2801c1c65717f45c08b698,SOXNTYT12AB01830EC,1
e29d065fd2a366df1f2801c1c65717f45c08b698,SOIHEZR12AB0182B79,2
e29d065fd2a366df1f2801c1c65717f45c08b698,SOJCQQC12AAA15EE72,1
e29d065fd2a366df1f2801c1c65717f45c08b698,SONBNVV12A8151B825,1
e29d065fd2a366df1f2801c1c65717f45c08b698,SOOCWGH12AC960DA0E,1
e29d065fd2a366df1f2801c1c65717f45c08b698,SOYIWVC12A8AE47F31,1
e29d065fd2a366df1f2801c1c65717f45c08b698,SOGWKKA12A6702162E,1
e29d065fd2a366df1f2801c1c65717f45c08b698,SODOZXB12A8C13CD55,1
e29d065fd2a366df1f2801c1c65717f45c08b698,SOHSHMS12A8C13BF58,1
e29d065fd2a366df1f2801c1c65717f45c08b698,SOCRMJF12A81C22362,1
e29d065fd2a366df1f2801c1c65717f45c08b698,SOHDCAF12AB018075B,1
e29d065fd2a366df1f2801c1c65717f45c08b698,SOKCCDW12A6D4F89B3,1
e29d065fd2a366df1f2801c1c65717f45c08b698,SOBWLMV12AF72A7B1E,1
e29d065fd2a366df1f2801c1c65717f45c08b698,SODCNJX12A6D4F93CB,1
e29d065fd2a366df1f2801c1c65717f45c08b698,SOYTZBN12AB0187A0C,1
e29d065fd2a366df1f2801c1c65717f45c08b698,SOLJIQB12A8C13ECCB,1
e29d065fd2a366df1f2801c1c65717f45c08b698,SOOZNZY12A8151B80A,1
e29d065fd2a366df1f2801c1c65717f45c08b698,SOSTLBB12A8C13E3DB,1
e29d065fd2a366df1f2801c1c65717f45c08b698,SOBVKFF12A8C137A79,1
e29d065fd2a366df1f2801c1c65717f45c08b698,SOPABZM12A6D4FC668,1
6fc05a14b122e9d4b16ec8040d4f9983d78072b0,SOOSKFG12AB0185DF7,1
6fc05a14b122e9d4b16ec8040d4f9983d78072b0,SOWXGDA12A58A7AF46,15
6fc05a14b122e9d4b16ec8040d4f9983d78072b0,SORRSHE12AB0181BB7,4
6fc05a14b122e9d4b16ec8040d4f9983d78072b0,SOQNQXB12A58A7C0BF,6
6fc05a14b122e9d4b16ec8040d4f9983d78072b0,SOESEFX12A6701F70F,1
6fc05a14b122e9d4b16ec8040d4f9983d78072b0,SOKXXEW12AB017DD03,1
6fc05a14b122e9d4b16ec8040d4f9983d78072b0,SOOQZBY12A6D4F6FAF,1
6fc05a14b122e9d4b16ec8040d4f9983d78072b0,SOSDDSX12AB0182934,5
6fc05a14b122e9d4b16ec8040d4f9983d78072b0,SODGCCE12A58A7EC07,9
6fc05a14b122e9d4b16ec8040d4f9983d78072b0,SOCXKOE12A679C8077,3
6fc05a14b122e9d4b16ec8040d4f9983d78072b0,SOMEBMN12A67ADE316,1
6fc05a14b122e9d4b16ec8040d4f9983d78072b0,SOFACLA12A8C13F471,2
