soundtrack,songCode,singer,songName
TRUQORF128F4276513,SOTQVYQ12A8C136BD4,Minitel Rose,Business Woman
TRUQOZP128F930B54B,SOYAXRS12AB017BD12,Bernard Cade,Lucy In the Sky
TRUQOWR128F4230040,SOXRXIL12A8AE485C7,Melody,Just For One Night
TRUQOJZ128F932DE23,SOWUWUV12AB018190E,Lackluster,LL12 31/10/99
TRUQOJZ128F935041E,SOUXLBZ12AB01804A2,Cherokee,Midnight
TRUQXWZ128F4292406,SOOYQYK12A8AE4633C,Manolo Garcia,Con Los Hombres Azules
TRUQXXR128F932E2E6,SOXYFCI12A58A7D18D,Jackson 5,Maybe Tomorrow
TRUQXJC128F42532B1,SOSDMTU12A81C20552,Michael Otto,Fanfare für den faulen Trompeter Version B
TRUQXVR12903CD1C94,SOJLHQC12AB0188DC9,Aria,Nebo Tebya Naydet
TRUQXFN128F427212C,SOOYYWY12A58A7926F,The Inbreds,Cut My Throat (Live)
TRUQXXA128F426B20F,SOITJNJ12A8C136307,Devics,Living Behind The Sun
TRUQXKU12903CDC3B8,SOYCTAP12AB018E82B,Alabama 3,Bad To The Bone
TRUQXCU128F92E685E,SOMUZEP12AB017E624,Sara Bareilles,Fairytale
TRUQXAM128F932F69D,SOIYTHU12AB0180DB9,Nessbeal,Les larmes de ce monde
TRUQXBE12903CF9A46,SOZJIQW12A8C134B96,Jan Garbarek / Agnes Buen Garnås,Signelita
TRUQXJV128F429DF5E,SOITYWS12A8C13FBB2,Ammer_ Einheit_ Haage,The Angel of Death (Arie)
TRUQXUQ128F92CCFB3,SOKPFDK12A8C143EB7,André Minvielle,L'Horloger
TRUQXPV128F92EABEC,SOIFNUE12AB0181C88,George Winston,When The Saints Go Marching In
TRUQXSC128F429FB0E,SOGAXZQ12A8C13EFF4,Timbiriche,Tu Y Yo Somos Uno Mismo
TRUQXSW128F92FF706,SOCCRNH12AB017C498,Gravenhurst,Cities Beneath The Sea
TRUQXWQ12903CDD48A,SOKSLEL12AB0187E54,Damnation Plan,The Day of Awakening
TRUQXVV128F92FDBEC,SOTBKAD12AB0181E67,Bob Willis,If He's Moving In
TRUQXLT128F930B594,SOFPGHT12AB017DB8D,Ann Christy,Liefde Is Dit Het Dan
TRUQXHB12903CA91A2,SOAZHJJ12AB0187D21,Wa Wa Nee,Can't Control Myself
TRUQXWS12903CC4600,SOJVDMR12AB0186574,Philly's Most Wanted,Suckas Pt. 2 (For Da Gangsta's) (LP Version)
TRUQXFN128F4258887,SOXRTMM12AF729F879,Talk Talk,Does Caroline Know (1997 Digital Remaster)
TRUQXDB128E078A829,SOPHSXR12A6701F437,Freestyle,Fantasi -98
TRUQXPI128F429BC22,SOSIVUX12A6D4F96A5,The Wiseguys,Room Service
TRUQXZM128F92DE3D7,SOIGOYM12A58A7AF97,Wavves,Rainbow Everywhere
TRUQXWG128F14739FE,SOIIKXI12A6D4F6F6D,Confederate Railroad,A Bible And A Bus Ticket Home (LP Version)
TRUQXAK128F92DE518,SOAAMKJ12A8C1465DD,Barbino,Twisted Two
TRUQXIW12903CBD364,SOHGOVK12AB0189A28,Blingtones,Sonnerie décroche pauv' con! (Imitation)
TRUQXHL128F42439B5,SONSPVI12A6D4FA12F,Snooks Eaglin,Give Me The Good Old Boxcar
TRUQXEP12903CE884A,SOHDPPG12AAF3B6011,The Urges,Read The Signs
TRUQXSQ12903CF5D20,SOUHSDJ12AB017DEDE,At The Gates,Suicide Nation (95 Demo version)
TRUQXRP128F93456E3,SOHZANJ12AB01801AC,Michael K.,Naptown
TRUQXUL12903CDC3E2,SOBTZEA12AB017F28E,Joey Ramone,Like A Drug I Never Did Before
