A,B,C,D
0.5990609285228315,-1.2009848107365035,-0.027907797489979597,-1.052460366425887
0.5990609285228315,0.40124097459692604,-0.027907797489979597,1.472059300458618
0.5990609285228315,0.40124097459692604,0.05364357884050879,1.472059300458618
0.5990609285228315,0.40124097459692604,0.05364357884050879,1.472059300458618
0.5990609285228315,0.40124097459692604,0.05364357884050879,1.472059300458618
0.5990609285228315,0.40124097459692604,1.5948170236745918,1.472059300458618
1.466984524903126,1.4233891433475556,1.5948170236745918,1.472059300458618
1.5938677251544817,1.4233891433475556,1.5948170236745918,1.472059300458618
1.5938677251544817,1.4233891433475556,1.5948170236745918,1.472059300458618
1.5938677251544817,1.9747809721554797,1.5948170236745918,1.472059300458618
1.5938677251544817,1.9747809721554797,1.5948170236745918,1.472059300458618
1.5938677251544817,1.9747809721554797,1.5948170236745918,1.472059300458618
1.5938677251544817,1.9747809721554797,1.5948170236745918,1.472059300458618
1.5938677251544817,1.9747809721554797,1.5948170236745918,1.472059300458618
1.5938677251544817,1.9747809721554797,1.5948170236745918,1.472059300458618
1.5938677251544817,1.9747809721554797,1.5948170236745918,1.472059300458618
1.5938677251544817,1.9747809721554797,1.5948170236745918,1.472059300458618
1.5938677251544817,1.9747809721554797,1.5948170236745918,1.472059300458618
1.5938677251544817,1.9747809721554797,1.5948170236745918,1.472059300458618
1.5938677251544817,1.9747809721554797,1.5948170236745918,1.472059300458618
1.5938677251544817,1.9747809721554797,1.5948170236745918,1.472059300458618
1.5938677251544817,1.9747809721554797,1.5948170236745918,1.472059300458618
1.5938677251544817,1.9747809721554797,1.5948170236745918,1.472059300458618
1.5938677251544817,1.9747809721554797,1.5948170236745918,1.472059300458618
1.5938677251544817,1.9747809721554797,1.5948170236745918,1.472059300458618
1.5938677251544817,1.9747809721554797,1.5948170236745918,1.472059300458618
1.5938677251544817,1.9747809721554797,1.5948170236745918,1.472059300458618
1.5938677251544817,1.9747809721554797,1.5948170236745918,1.472059300458618
1.5938677251544817,1.9747809721554797,1.5948170236745918,1.472059300458618
1.5938677251544817,1.9747809721554797,1.9643237317231363,1.472059300458618
1.5938677251544817,1.9747809721554797,1.9643237317231363,1.472059300458618
1.5938677251544817,1.9747809721554797,1.9643237317231363,1.472059300458618
1.5938677251544817,1.9747809721554797,1.9643237317231363,1.472059300458618
1.6823069913606405,1.9747809721554797,1.9643237317231363,1.472059300458618
1.6823069913606405,1.9747809721554797,1.9643237317231363,1.472059300458618
1.6823069913606405,1.9747809721554797,1.9643237317231363,1.472059300458618
1.6823069913606405,1.9747809721554797,1.9643237317231363,1.472059300458618
1.6823069913606405,1.9747809721554797,1.9643237317231363,1.472059300458618
1.6823069913606405,1.9747809721554797,1.9643237317231363,1.472059300458618
1.6823069913606405,1.9747809721554797,1.9643237317231363,1.472059300458618
1.6823069913606405,1.9747809721554797,1.9643237317231363,1.472059300458618
1.6823069913606405,1.9747809721554797,1.9643237317231363,1.472059300458618
1.6823069913606405,1.9747809721554797,1.9643237317231363,1.472059300458618
1.6823069913606405,1.9747809721554797,1.9643237317231363,1.472059300458618
1.6823069913606405,1.9747809721554797,1.9643237317231363,1.472059300458618
1.6823069913606405,1.9747809721554797,1.9643237317231363,1.472059300458618
1.6823069913606405,1.9747809721554797,1.9643237317231363,1.5532343425032913
1.6823069913606405,1.9747809721554797,1.9643237317231363,1.5532343425032913
1.6823069913606405,1.9747809721554797,2.1757675475040883,1.5532343425032913
1.6823069913606405,1.9747809721554797,2.1757675475040883,1.5532343425032913
1.6823069913606405,1.9747809721554797,2.1757675475040883,1.5532343425032913
1.6823069913606405,1.9747809721554797,2.1757675475040883,1.5532343425032913
1.6823069913606405,1.9747809721554797,2.1757675475040883,1.5532343425032913
1.6823069913606405,1.9747809721554797,2.1757675475040883,1.5532343425032913
1.6823069913606405,1.9747809721554797,2.1757675475040883,1.5532343425032913
1.6823069913606405,1.9747809721554797,2.1757675475040883,1.5532343425032913
1.6823069913606405,1.9747809721554797,2.1757675475040883,1.5532343425032913
1.6823069913606405,1.9747809721554797,2.1757675475040883,1.5532343425032913
1.6823069913606405,1.9747809721554797,2.1757675475040883,1.5532343425032913
1.6823069913606405,1.9747809721554797,2.1757675475040883,1.5532343425032913
1.6823069913606405,1.9747809721554797,2.1757675475040883,1.5532343425032913
1.6823069913606405,1.9747809721554797,2.1757675475040883,1.5532343425032913
1.6823069913606405,2.3465959660316065,2.1757675475040883,1.5532343425032913
1.6823069913606405,2.3465959660316065,2.1757675475040883,1.5532343425032913
1.6823069913606405,2.3465959660316065,2.1757675475040883,1.5532343425032913
1.6823069913606405,2.3465959660316065,2.1757675475040883,1.5532343425032913
1.6823069913606405,2.3465959660316065,2.1757675475040883,1.5532343425032913
1.6823069913606405,2.3465959660316065,2.1757675475040883,1.5532343425032913
1.6823069913606405,2.3465959660316065,2.1757675475040883,1.5532343425032913
1.6823069913606405,2.3465959660316065,2.1757675475040883,1.5532343425032913
1.6823069913606405,2.3465959660316065,2.1757675475040883,1.5532343425032913
1.6823069913606405,2.3465959660316065,2.1757675475040883,1.5532343425032913
1.6823069913606405,2.3465959660316065,2.1757675475040883,1.5532343425032913
1.6823069913606405,2.3465959660316065,2.1757675475040883,1.5532343425032913
1.6823069913606405,2.3465959660316065,2.1757675475040883,1.5532343425032913
1.6823069913606405,2.3465959660316065,2.1757675475040883,1.5532343425032913
1.6823069913606405,2.3465959660316065,2.1757675475040883,1.5532343425032913
1.6823069913606405,2.3465959660316065,2.1757675475040883,1.5532343425032913
1.6823069913606405,2.3465959660316065,2.1757675475040883,1.5532343425032913
1.6823069913606405,2.3465959660316065,2.1757675475040883,1.5532343425032913
1.99887076491086,2.3465959660316065,2.1757675475040883,1.5532343425032913
1.99887076491086,2.3465959660316065,2.383613559195267,1.5532343425032913
1.99887076491086,2.3465959660316065,2.383613559195267,1.5532343425032913
1.99887076491086,2.3465959660316065,2.383613559195267,1.5532343425032913
1.99887076491086,2.3465959660316065,2.383613559195267,1.5532343425032913
1.99887076491086,2.3465959660316065,2.383613559195267,1.5532343425032913
1.99887076491086,2.3465959660316065,2.383613559195267,1.5532343425032913
1.99887076491086,2.3465959660316065,2.383613559195267,1.5532343425032913
1.99887076491086,2.3465959660316065,2.383613559195267,1.5532343425032913
1.99887076491086,2.3465959660316065,2.383613559195267,1.5532343425032913
1.99887076491086,2.3465959660316065,2.383613559195267,1.5532343425032913
1.99887076491086,2.3465959660316065,2.383613559195267,1.5532343425032913
1.99887076491086,2.3465959660316065,2.383613559195267,1.5532343425032913
1.99887076491086,2.3465959660316065,2.383613559195267,1.5532343425032913
1.99887076491086,2.3465959660316065,2.383613559195267,1.5532343425032913
1.99887076491086,2.3465959660316065,2.383613559195267,2.2056130127295597
1.99887076491086,2.3465959660316065,2.383613559195267,2.2056130127295597
1.99887076491086,2.3465959660316065,2.383613559195267,2.2056130127295597
1.99887076491086,2.3465959660316065,2.383613559195267,2.2056130127295597
1.99887076491086,2.3465959660316065,2.383613559195267,2.2056130127295597
1.99887076491086,2.3465959660316065,2.383613559195267,2.2056130127295597
1.99887076491086,2.3465959660316065,2.383613559195267,2.2056130127295597
1.99887076491086,2.3465959660316065,2.383613559195267,2.2056130127295597
1.99887076491086,2.3465959660316065,2.383613559195267,2.2056130127295597
1.99887076491086,2.3465959660316065,2.383613559195267,2.2056130127295597
1.99887076491086,2.3465959660316065,2.383613559195267,2.2056130127295597
1.99887076491086,2.3465959660316065,2.383613559195267,2.2056130127295597
1.99887076491086,2.3465959660316065,2.383613559195267,2.2056130127295597
1.99887076491086,2.3465959660316065,2.383613559195267,2.2056130127295597
1.99887076491086,2.3465959660316065,2.383613559195267,2.2056130127295597
1.99887076491086,2.3465959660316065,2.383613559195267,2.2056130127295597
1.99887076491086,2.3465959660316065,2.383613559195267,2.2056130127295597
1.99887076491086,2.3465959660316065,2.383613559195267,2.2056130127295597
1.99887076491086,2.3465959660316065,2.383613559195267,2.2056130127295597
1.99887076491086,2.3465959660316065,2.383613559195267,2.2056130127295597
1.99887076491086,2.3465959660316065,2.383613559195267,2.2056130127295597
1.99887076491086,2.3465959660316065,2.383613559195267,2.2056130127295597
1.99887076491086,2.3465959660316065,2.383613559195267,2.2056130127295597
1.99887076491086,2.3465959660316065,2.383613559195267,2.2056130127295597
1.99887076491086,2.3465959660316065,2.383613559195267,2.2056130127295597
1.99887076491086,2.3465959660316065,2.383613559195267,2.2056130127295597
1.99887076491086,2.3465959660316065,2.383613559195267,2.2056130127295597
1.99887076491086,2.3465959660316065,2.383613559195267,2.2056130127295597
1.99887076491086,2.4698818528914064,2.383613559195267,2.2056130127295597
1.99887076491086,2.4698818528914064,2.383613559195267,2.2056130127295597
1.99887076491086,2.4698818528914064,2.383613559195267,2.2056130127295597
1.99887076491086,2.4698818528914064,2.383613559195267,2.2056130127295597
1.99887076491086,2.4698818528914064,2.383613559195267,2.2056130127295597
1.99887076491086,2.4698818528914064,2.383613559195267,2.2056130127295597
1.99887076491086,2.4698818528914064,2.383613559195267,2.2056130127295597
1.99887076491086,2.4698818528914064,2.383613559195267,2.2056130127295597
1.99887076491086,2.4698818528914064,2.383613559195267,2.2056130127295597
1.99887076491086,2.4698818528914064,2.383613559195267,2.2056130127295597
1.99887076491086,2.4698818528914064,2.383613559195267,2.2056130127295597
1.99887076491086,2.4698818528914064,2.383613559195267,2.2056130127295597
1.99887076491086,2.4698818528914064,2.383613559195267,2.2056130127295597
1.99887076491086,2.4698818528914064,2.383613559195267,2.2056130127295597
1.99887076491086,2.4698818528914064,2.383613559195267,2.2056130127295597
1.99887076491086,2.4698818528914064,2.383613559195267,2.2056130127295597
1.99887076491086,2.4698818528914064,2.383613559195267,2.2056130127295597
1.99887076491086,2.4698818528914064,2.383613559195267,2.2056130127295597
1.99887076491086,2.4698818528914064,2.383613559195267,2.2056130127295597
1.99887076491086,2.4698818528914064,2.383613559195267,2.2056130127295597
1.99887076491086,2.4698818528914064,2.383613559195267,2.2056130127295597
1.99887076491086,2.4698818528914064,2.383613559195267,2.2056130127295597
1.99887076491086,2.4698818528914064,2.383613559195267,2.2056130127295597
1.99887076491086,2.4698818528914064,2.383613559195267,2.2056130127295597
1.99887076491086,2.4698818528914064,2.383613559195267,2.2056130127295597
2.682474046689914,2.4698818528914064,2.383613559195267,2.2056130127295597
2.682474046689914,2.4698818528914064,2.383613559195267,2.2056130127295597
2.682474046689914,2.4698818528914064,2.383613559195267,2.2056130127295597
2.682474046689914,2.4698818528914064,2.383613559195267,2.2056130127295597
2.682474046689914,2.4698818528914064,2.383613559195267,2.2056130127295597
2.682474046689914,2.4698818528914064,2.383613559195267,2.2056130127295597
2.682474046689914,2.4698818528914064,2.383613559195267,2.2056130127295597
2.682474046689914,2.4698818528914064,2.383613559195267,2.2056130127295597
2.682474046689914,2.4698818528914064,2.383613559195267,2.2056130127295597
2.682474046689914,2.4698818528914064,2.383613559195267,2.2056130127295597
2.682474046689914,2.4698818528914064,2.383613559195267,2.2056130127295597
2.682474046689914,2.4698818528914064,2.383613559195267,2.2056130127295597
2.682474046689914,2.4698818528914064,2.383613559195267,2.2056130127295597
2.682474046689914,2.4698818528914064,2.383613559195267,2.2056130127295597
2.682474046689914,2.4698818528914064,2.383613559195267,2.2056130127295597
2.682474046689914,2.4698818528914064,2.383613559195267,2.2056130127295597
2.682474046689914,2.4698818528914064,2.383613559195267,2.2056130127295597
2.682474046689914,2.4698818528914064,2.383613559195267,2.2056130127295597
2.682474046689914,2.4698818528914064,2.383613559195267,2.2056130127295597
2.682474046689914,2.4698818528914064,2.383613559195267,2.2056130127295597
2.682474046689914,2.4698818528914064,2.383613559195267,2.2056130127295597
2.682474046689914,2.4698818528914064,2.383613559195267,2.2056130127295597
